epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1
1.0,0.756315844703542,0.4339740389415876,1.5282540226720656,0.1512730903644533,0.2107563801623622
2.0,0.4090290705799402,0.6017224163754369,1.110650272293205,0.344982526210684,0.340306554592505
3.0,0.2973096213130075,0.6789815277084373,1.453163554533922,0.309036445332002,0.3413289900220912
4.0,0.2742367845235083,0.7091862206689965,1.0455578000201502,0.4288567149276086,0.411855778634827
5.0,0.260150220295339,0.7190464303544682,1.5360729254547858,0.2995506739890164,0.3650133531913478
6.0,0.2569985099274459,0.7316525212181727,0.9846991658567846,0.4922616075886171,0.4467718366288041
7.0,0.2075357581309777,0.7517473789316026,1.0042044883719456,0.5526709935097354,0.4996857141831703
8.0,0.2030553565999001,0.7603594608087868,1.0160339177993911,0.4573140289565651,0.4056120924214136
9.0,0.1873004574085019,0.7788317523714429,0.8190323739901698,0.580629056415377,0.5294723021626283
10.0,0.1660641613702326,0.7995506739890165,0.6659563744270498,0.5921118322516226,0.5814729212179864
11.0,0.1569211974301102,0.800798801797304,0.9035222348843106,0.5986020968547179,0.5413339167910369
12.0,0.1582380944469602,0.7923115327009486,0.7392359808035273,0.6290564153769346,0.6005991461741033
13.0,0.1465547519196169,0.8016724912631054,1.0828581408923468,0.5811283075386919,0.5763620834437642
14.0,0.152027226288915,0.8109086370444334,0.886168680039871,0.6030953569645532,0.569458331638633
15.0,0.1388667892354075,0.8193959061407888,1.152930110975676,0.6240639041437843,0.5486386088335046
16.0,0.1205774352318991,0.826510234648028,0.8028633964698552,0.6090863704443334,0.6078469578090246
17.0,0.1348766372039267,0.8288816774837744,0.9387343933269257,0.5891163255117324,0.5349699312301726
18.0,0.1363500650977707,0.8175237144283575,0.6632536155726394,0.6415376934598103,0.5967776458341463
19.0,0.1165679477813597,0.8383674488267598,0.7784745677435213,0.6040938592111832,0.6240304287432921
20.0,0.1057667310795543,0.8442336495257114,0.7780168482022944,0.6410384423364952,0.6823758210130474
21.0,0.1181568963582433,0.8354967548676985,1.164087453158689,0.5656515227159261,0.5148358739870658
22.0,0.122649473685416,0.8296305541687469,0.8461904366999582,0.6445332001997004,0.6440210885037446
23.0,0.1091569930164369,0.845481777333999,0.8716295331612386,0.6315526709935098,0.5922766694996718
24.0,0.1065406459372042,0.845981028457314,0.8513486100564406,0.4847728407388916,0.4938503940722366
25.0,0.107048073576143,0.8439840239640539,0.7858171505566186,0.63554667998003,0.5836506916183707
26.0,0.1522197720524494,0.8072890664003994,0.7278543689580661,0.6110833749375936,0.6176492376696029
27.0,0.1004551603118003,0.8389915127309037,0.7455566290819936,0.6610084872690963,0.6208536843114618
28.0,0.0906616592788124,0.86345481777334,0.9030883777337972,0.5616575137294059,0.544537984271337
29.0,0.13806763650683,0.8312531203195207,0.6712404362303105,0.6749875187219171,0.6186646127595444
30.0,0.1046004070157833,0.8497254118821768,0.855107840275205,0.6305541687468796,0.6037554097532836
31.0,0.0812537636509313,0.8686969545681478,0.7415300942455241,0.6570144782825761,0.6499760122975171
32.0,0.0916035284980558,0.8585871193210185,0.7354754308462738,0.6774837743384923,0.6781858346151862
33.0,0.1357187078600815,0.827508736894658,0.7510403468944523,0.7179231153270095,0.7101117967497623
34.0,0.0893488980204804,0.8607089365951074,0.7625036650577666,0.6265601597603595,0.5983171515601483
35.0,0.0843378380257162,0.86245631552671,0.7617520218304974,0.6630054917623565,0.6918186913370797
36.0,0.0816695145440589,0.8668247628557164,1.1478718985513754,0.6395406889665501,0.6821613156068395
37.0,0.1154736324445462,0.8457314028956565,0.937521408720726,0.6470294558162756,0.5708164484142977
38.0,0.0864811659424649,0.8629555666500249,0.9272660302836122,0.6565152271592611,0.6494550609239182
39.0,0.0932055220670004,0.86445332001997,0.8137835380260907,0.6450324513230155,0.6446784705845842
40.0,0.0601954226960026,0.8844233649525711,0.79559350527053,0.7134298552171743,0.6812934913925818
41.0,0.0563910205365417,0.8890414378432352,0.7671447149587166,0.690464303544683,0.6610950965687221
42.0,0.0443499325270124,0.900399400898652,0.7910560997378748,0.6999500748876685,0.7040226568524209
43.0,0.0430179140509603,0.9097603594608088,0.819066434443979,0.6989515726410385,0.7094934204172032
44.0,0.0876241015103895,0.8633300049925112,0.7014043776916374,0.690464303544683,0.6798759197771643
45.0,2.647841200076278,0.5257114328507239,1.4767828649184256,0.1407888167748377,0.1695458222609009
46.0,0.4472697237670212,0.7019015659955258,0.211794670377154,0.8215617343134122,0.8225707182704065
47.0,0.3445934864727214,0.7501331628848408,0.2301286221236304,0.8234792798551188,0.8147998733012446
48.0,0.3108598923637448,0.7718387131138809,0.1811684403424447,0.8507510386705017,0.8453835496707035
49.0,0.283863368050364,0.7825183764781081,0.1670828544177274,0.8643869180781932,0.861655858104241
50.0,0.2711491070071056,0.793171407265367,0.1778593834986051,0.8518163417492276,0.8452045717872825
51.0,0.257981710124031,0.7995898583146905,0.1505751158576607,0.8714179183977842,0.8675552941348929
52.0,0.2433507143879668,0.8078193245978481,0.1581368595075973,0.871204857782039,0.8679595924946106
53.0,0.2307184544919054,0.8174070523063811,0.1304470821857909,0.8856929796527112,0.8837151588162316
54.0,0.2273597862677438,0.8212687759667625,0.1177236129463995,0.8885692979652711,0.888234590779928
55.0,0.2158725790205608,0.8268083519761372,0.1243975314517949,0.8876105251944179,0.8854971938922445
56.0,0.204752876666473,0.8349845531053585,0.1017551633802303,0.9051880259933952,0.9035874495263084
57.0,0.2032105720064136,0.8337328219878556,0.1086921161948472,0.9051880259933952,0.9029987440785712
58.0,0.1931941837879578,0.8423884095025035,0.0944516829462926,0.9101949504634068,0.9088315613696036
59.0,0.1916929373547992,0.8457707467774582,0.1017273792984501,0.9064663896878662,0.9049942070396598
60.0,0.1838610089408128,0.8467827847022478,0.1009320016532479,0.9123255566208588,0.91089236202319
61.0,0.1791139385377534,0.85077767124747,0.1076308432746215,0.8995419196761478,0.8969914123413084
62.0,0.1715491957588674,0.8558911260253542,0.0875954560366405,0.9177586023223608,0.9171287088407
63.0,0.1742214015275763,0.857648876105252,0.0880710298344897,0.9182912538617236,0.9167981248160676
64.0,0.1721836374966532,0.8534076679983305,0.0859727656415327,0.9225448691193132,0.9191631907566274
65.0,0.169872252307609,0.8511763213798789,0.07950985797077721,0.9192428421953771,0.914301229308818
66.0,0.1564167900444846,0.8621310123973493,0.06402427926879281,0.9370620501601192,0.927255867243878
67.0,0.14741218941190354,0.8684485874631409,0.05329101803457149,0.9486350233044801,0.9385782622674432
68.0,0.13835363659409217,0.8760661403341894,0.04241917597254495,0.9548495513491233,0.9449292747143735
69.0,0.13233843786805133,0.8814483655157107,0.04016220912179263,0.9602079964488411,0.9524090287990362
70.0,0.12701462094556773,0.8857684137100098,0.03523136756535165,0.9643615840705159,0.9563733248305722
71.0,0.12083855249653146,0.8913725863216969,0.041897734096620155,0.9583690034560386,0.9483226113144321
72.0,0.11869154265704102,0.8930451187418751,0.039808916848665,0.962839658835093,0.9528975237862235
73.0,0.11388370373020455,0.898419417229462,0.033910405780129826,0.9662005770633184,0.9586847398122978
74.0,0.10832677621627913,0.9012333935762072,0.03181166614774867,0.9697517359459716,0.9597947727761883
75.0,0.10656799426505888,0.904182123719839,0.02600765880055546,0.9749516471669996,0.9666892003657833
76.0,0.10197403168003316,0.9086765591806969,0.036311623300270233,0.9643298772947779,0.9543438630174536
77.0,0.10076316407335356,0.9095009353498843,0.03861930135849778,0.9640128095373981,0.9551077414422988
78.0,0.09764149150962001,0.9135197691746726,0.037055822404863874,0.9651542534639652,0.9575312497369067
79.0,0.09425807417021609,0.9161514315609246,0.04005222482485226,0.9685468784679286,0.9581297132213116
80.0,0.09381489399322704,0.915675829924855,0.025910059527449632,0.9747296997368338,0.9665007541549737
